date time,rf1,rf2,rf3,rf4
2017-05-21,0.0,0.0,4.28,0.0
2017-05-22,0.0,0.0,0.0,0.0
2017-05-23,0.0,16.31,14.35,0.0
2017-05-24,9.39,0.0,0.0,0.0
2017-05-25,0.0,4.58,5.62,0.0
2017-05-26,0.0,0.0,0.0,0.0
2017-05-27,17.55,0.0,0.0,0.0
2017-05-28,0.0,0.0,0.0,0.0
2017-05-29,0.0,0.0,2.18,0.0
2017-05-30,0.0,0.0,0.0,0.0
2017-05-31,5.28,0.0,0.0,0.0
2017-06-01,0.0,5.74,14.0,0.0
2017-06-02,11.98,0.0,11.09,4.91
2017-06-03,0.0,26.35,0.0,6.45
2017-06-04,0.0,16.35,17.81,0.0
2017-06-05,0.0,0.0,0.0,0.0
2017-06-06,0.0,4.04,0.0,0.0
2017-06-07,3.32,0.0,0.0,0.0
2017-06-08,0.0,23.16,0.0,12.59
2017-06-09,7.64,0.0,0.0,0.0
2017-06-10,0.0,12.16,1.84,4.75
2017-06-11,0.0,0.0,0.0,0.95
2017-06-12,0.0,0.0,11.13,0.0
2017-06-13,0.0,0.0,0.0,0.0
2017-06-14,0.0,0.0,0.0,0.0
2017-06-15,0.0,0.0,0.0,0.0
2017-06-16,0.0,0.0,0.0,0.0
2017-06-17,0.0,0.0,0.0,0.0
2017-06-18,0.0,0.0,0.0,0.0
2017-06-19,0.0,0.0,0.0,0.0
2017-06-20,0.0,0.0,0.0,0.0
2017-06-21,0.0,0.0,0.0,22.5
2017-06-22,0.0,0.0,0.0,17.58
2017-06-23,13.54,0.0,0.0,15.59
2017-06-24,0.0,2.06,3.68,0.0
2017-06-25,0.0,0.0,0.0,0.0
2017-06-26,0.0,16.19,0.0,0.0
2017-06-27,0.0,0.0,7.08,0.0
2017-06-28,0.0,12.62,0.0,0.0
2017-06-29,0.0,0.0,0.0,3.77
2017-06-30,0.0,0.0,0.0,0.0
2017-07-01,0.0,5.11,0.0,0.0
2017-07-02,14.96,0.0,0.0,0.0
2017-07-03,0.0,0.0,0.0,0.0
2017-07-04,0.0,0.0,13.63,0.0
2017-07-05,3.6,0.0,0.0,15.8
2017-07-06,0.0,0.0,0.0,0.0
2017-07-07,0.0,0.0,0.0,0.0
2017-07-08,0.0,0.0,0.0,0.0
2017-07-09,0.0,0.0,0.0,0.0
2017-07-10,1.49,0.0,0.0,0.0
2017-07-11,0.0,12.48,0.0,0.0
2017-07-12,0.0,0.0,0.0,12.84
2017-07-13,4.23,0.0,5.06,4.56
2017-07-14,0.0,0.0,0.0,0.0
2017-07-15,0.0,0.0,0.0,9.41
2017-07-16,7.71,18.38,0.0,0.0
2017-07-17,0.0,0.0,0.0,0.0
2017-07-18,0.0,0.0,3.51,1.23
2017-07-19,0.0,3.85,0.0,0.0
2017-07-20,0.0,3.49,0.0,0.0
2017-07-21,11.66,0.0,0.0,0.0
2017-07-22,0.0,0.0,0.0,0.0
2017-07-23,5.03,0.0,0.0,0.0
2017-07-24,0.0,0.0,0.0,0.0
2017-07-25,0.0,0.0,17.81,0.0
2017-07-26,0.0,0.0,0.0,5.48
2017-07-27,6.43,0.0,4.44,0.0
2017-07-28,0.0,0.0,0.0,0.0
2017-07-29,0.0,12.15,0.0,0.0
2017-07-30,21.75,29.07,0.0,0.0
2017-07-31,0.0,0.0,11.93,0.0
2017-08-01,19.09,0.0,0.0,0.0
2017-08-02,0.0,16.0,0.0,0.0
2017-08-03,8.5,0.0,0.0,5.27
2017-08-04,0.0,0.0,0.0,0.0
2017-08-05,0.0,0.0,0.0,0.0
2017-08-06,0.0,0.0,0.0,5.55
2017-08-07,0.0,0.0,0.0,0.0
2017-08-08,0.0,0.0,4.39,2.0
2017-08-09,0.0,0.0,3.91,0.0
2017-08-10,8.4,0.0,9.3,4.08
2017-08-11,9.8,0.0,2.8,0.0
2017-08-12,7.37,0.0,0.0,0.0
2017-08-13,0.0,13.06,0.0,0.0
2017-08-14,0.0,6.49,0.0,0.0
2017-08-15,0.0,0.0,0.0,10.6
2017-08-16,11.42,13.44,0.0,0.0
2017-08-17,0.0,13.62,1.92,0.0
2017-08-18,0.0,4.48,0.0,19.61
2017-08-19,0.0,0.0,0.0,0.0
2017-08-20,0.0,0.0,0.0,0.0
2017-08-21,0.0,3.24,0.0,0.0
2017-08-22,0.0,21.64,0.0,0.0
2017-08-23,14.02,0.0,17.2,0.0
2017-08-24,0.0,0.0,0.0,0.0
2017-08-25,6.38,5.74,0.0,0.0
2017-08-26,0.0,0.0,0.0,0.0
2017-08-27,0.0,0.0,0.0,0.0
2017-08-28,0.0,0.0,0.0,0.0
2017-08-29,19.8,0.0,0.0,0.0
2017-08-30,0.0,0.0,0.0,0.0
2017-08-31,0.0,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0,0.0
2017-09-02,0.0,0.0,0.0,0.0
2017-09-03,0.0,0.0,28.06,0.0
2017-09-04,0.0,6.75,0.0,0.0
2017-09-05,0.0,0.0,0.0,0.0
2017-09-06,20.43,0.0,0.0,0.0
2017-09-07,0.0,9.58,0.0,0.0
2017-09-08,0.0,9.06,0.0,24.34
2017-09-09,0.0,0.0,7.98,0.0
2017-09-10,0.0,0.0,0.0,0.0
2017-09-11,0.0,0.0,0.0,4.41
2017-09-12,0.0,23.19,0.0,0.0
2017-09-13,0.0,0.0,0.0,0.0
2017-09-14,0.0,3.03,0.0,8.42
2017-09-15,13.05,0.0,0.0,10.16
2017-09-16,0.0,0.0,0.0,0.0
2017-09-17,0.0,0.0,0.0,0.0
2017-09-18,0.0,7.82,0.0,3.54
2017-09-19,0.0,0.0,0.0,8.0
2017-09-20,0.0,0.0,0.0,0.0
2017-09-21,0.0,0.0,0.0,0.0
2017-09-22,0.0,0.0,14.22,0.0
2017-09-23,0.0,0.0,0.0,0.0
2017-09-24,0.0,0.0,0.0,0.0
2017-09-25,7.57,0.0,0.0,0.0
2017-09-26,0.0,8.22,0.0,0.0
2017-09-27,9.37,0.0,0.0,0.0
2017-09-28,0.0,0.0,0.0,0.0
2017-09-29,0.0,0.0,0.0,0.0
2017-09-30,4.44,0.0,0.0,0.0
2017-10-01,0.0,6.66,0.0,0.0
2017-10-02,0.0,0.0,0.0,0.0
2017-10-03,0.0,0.0,6.69,0.0
2017-10-04,0.0,0.0,0.0,0.0
2017-10-05,0.0,9.77,0.0,0.0
2017-10-06,0.0,0.0,0.0,0.0
2017-10-07,0.0,0.0,6.26,0.0
2017-10-08,0.0,0.0,0.0,0.0
2017-10-09,0.0,0.0,12.44,0.0
2017-10-10,0.0,0.0,0.0,0.0
2017-10-11,0.0,0.0,0.0,0.0
2017-10-12,0.0,13.48,0.0,0.0
2017-10-13,0.0,1.02,0.0,0.0
2017-10-14,0.0,0.0,0.0,0.0
2017-10-15,0.0,0.0,0.0,11.57
2017-10-16,0.0,0.0,0.0,0.0
2017-10-17,2.49,0.0,0.0,0.0
2017-10-18,0.0,0.0,0.0,0.0
2017-10-19,6.06,0.0,17.24,0.0
2017-10-20,0.0,0.0,3.44,3.87
2017-10-21,0.0,0.0,0.0,0.0
2017-10-22,0.0,0.0,8.92,0.0
2017-10-23,0.0,0.0,0.0,0.0
2017-10-24,6.41,0.0,0.0,0.0
2017-10-25,0.0,0.0,0.0,0.0
2017-10-26,0.0,0.0,0.0,0.0
2017-10-27,0.0,0.0,0.0,0.0
2017-10-28,0.0,0.0,0.0,0.0
2017-10-29,0.0,10.26,1.99,0.0
2017-10-30,3.1,0.0,0.0,0.0
2017-10-31,0.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,16.12,0.0
2017-11-02,0.0,0.0,0.0,0.0
2017-11-03,0.0,0.0,0.0,0.0
2017-11-04,0.0,0.0,0.0,24.86
2017-11-05,0.0,0.0,0.0,0.0
2017-11-06,0.0,0.0,5.64,0.0
2017-11-07,0.33,0.0,0.0,0.0
2017-11-08,0.0,0.0,5.37,0.0
2017-11-09,0.0,0.0,0.0,0.0
2017-11-10,0.0,4.38,0.0,0.0
2017-11-11,0.0,0.0,0.0,2.89
2017-11-12,15.33,0.0,57.07,0.0
2017-11-13,0.0,0.0,14.68,0.0
2017-11-14,0.0,0.0,0.0,0.0
2017-11-15,24.86,0.0,8.65,16.91
2017-11-16,0.0,16.36,1.1,12.01
2017-11-17,0.0,0.0,2.44,0.0
2017-11-18,0.0,0.0,16.79,0.0
2017-11-19,0.0,0.0,0.0,18.47
2017-11-20,15.29,0.0,0.0,4.7
2017-11-21,0.0,0.0,0.0,0.0
2017-11-22,0.0,0.0,0.0,6.92
2017-11-23,26.89,38.65,8.76,0.0
2017-11-24,0.0,0.0,0.0,0.0
2017-11-25,0.0,0.0,0.0,0.0
2017-11-26,0.0,0.0,0.0,0.0
2017-11-27,0.0,0.0,0.0,0.0
2017-11-28,5.27,0.0,0.0,0.0
2017-11-29,0.0,0.0,0.0,0.0
2017-11-30,2.14,0.0,0.0,0.0
2017-12-01,20.5,0.0,0.0,0.0
2017-12-02,0.0,0.0,0.0,0.0
2017-12-03,0.0,21.37,2.96,5.81
2017-12-04,0.0,0.0,7.79,0.0
2017-12-05,0.0,11.46,0.0,5.33
2017-12-06,0.0,10.53,0.0,0.0
2017-12-07,28.98,0.0,0.0,0.0
2017-12-08,0.0,0.0,0.0,3.48
2017-12-09,0.0,10.12,0.0,0.0
2017-12-10,0.0,0.0,0.0,16.68
2017-12-11,0.0,0.0,0.0,0.0
2017-12-12,2.35,0.0,4.95,0.0
2017-12-13,0.0,19.1,0.0,9.49
2017-12-14,0.0,12.62,0.0,0.0
2017-12-15,0.0,0.0,0.0,0.0
2017-12-16,0.0,0.0,0.0,0.0
2017-12-17,0.0,12.5,2.18,0.0
2017-12-18,4.6,5.59,0.0,0.0
2017-12-19,0.0,0.0,19.68,0.0
2017-12-20,0.0,0.0,2.88,7.07
2017-12-21,16.76,0.0,0.0,6.4
2017-12-22,0.0,0.0,6.61,0.0
2017-12-23,0.0,1.16,0.0,6.2
2017-12-24,0.0,0.0,0.0,0.0
2017-12-25,0.0,7.63,0.0,0.0
2017-12-26,0.0,0.0,0.0,0.0
2017-12-27,0.0,0.0,0.0,0.0
2017-12-28,0.0,0.0,0.0,0.0
2017-12-29,0.0,0.0,0.0,9.28
2017-12-30,0.0,13.57,0.0,0.0
2017-12-31,5.01,10.82,0.0,9.66
2018-01-01,13.91,5.65,0.0,16.5
2018-01-02,0.0,0.0,19.44,0.0
2018-01-03,2.36,0.0,0.0,0.0
2018-01-04,0.0,4.04,0.0,0.0
2018-01-05,2.21,7.21,0.0,0.0
2018-01-06,0.0,0.0,0.0,0.0
2018-01-07,0.0,0.0,0.0,0.0
2018-01-08,0.0,0.0,4.01,0.0
2018-01-09,0.0,0.0,0.0,0.0
2018-01-10,0.0,0.0,0.0,0.0
2018-01-11,0.0,0.0,10.02,9.4
2018-01-12,11.81,0.0,0.0,0.0
2018-01-13,0.0,7.1,0.0,0.0
2018-01-14,0.0,0.0,0.0,0.0
2018-01-15,0.0,0.0,0.0,0.0
2018-01-16,21.08,0.0,0.0,0.0
2018-01-17,5.99,0.0,2.06,0.0
2018-01-18,0.0,3.73,0.0,7.11
2018-01-19,5.32,0.0,0.0,0.0
2018-01-20,0.0,0.0,0.0,26.4
2018-01-21,0.0,0.0,0.0,0.0
2018-01-22,0.0,0.0,0.0,11.05
2018-01-23,0.0,0.0,0.0,0.0
2018-01-24,0.0,17.09,7.16,6.03
2018-01-25,0.0,0.0,0.0,7.81
2018-01-26,0.0,0.0,0.0,0.0
2018-01-27,0.0,0.0,7.79,0.0
2018-01-28,0.0,16.28,0.0,4.73
2018-01-29,0.0,0.0,0.0,0.0
2018-01-30,0.0,0.0,11.36,0.0
2018-01-31,1.28,0.0,0.0,7.82
2018-02-01,0.0,0.0,0.0,0.0
2018-02-02,5.35,0.0,0.0,8.46
2018-02-03,0.0,0.0,0.0,0.0
2018-02-04,0.0,0.0,0.0,0.0
2018-02-05,0.0,0.0,0.0,0.0
2018-02-06,0.0,0.0,9.35,0.0
2018-02-07,28.34,0.0,0.0,0.0
2018-02-08,1.82,0.0,15.55,0.0
2018-02-09,0.0,0.0,0.0,0.0
2018-02-10,0.0,9.61,0.0,0.0
2018-02-11,0.0,0.0,10.5,0.0
2018-02-12,0.0,4.42,0.0,0.0
2018-02-13,5.78,10.26,0.0,0.0
2018-02-14,0.0,12.02,0.0,0.0
2018-02-15,0.0,0.0,0.0,0.0
2018-02-16,0.0,0.0,0.0,4.85
2018-02-17,0.0,8.12,14.45,9.69
2018-02-18,0.0,0.0,0.0,0.0
2018-02-19,0.0,0.0,0.0,0.0
2018-02-20,0.0,0.0,0.0,0.0
2018-02-21,0.0,0.0,0.0,0.0
2018-02-22,0.0,0.0,0.0,0.0
2018-02-23,0.0,0.0,0.0,0.0
2018-02-24,0.0,0.0,0.0,0.0
2018-02-25,0.0,0.0,0.0,4.08
2018-02-26,0.0,0.0,0.0,0.0
2018-02-27,0.0,0.0,0.0,0.0
2018-02-28,2.37,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,4.91
2018-03-02,0.0,0.0,0.0,0.0
2018-03-03,0.0,0.0,0.0,0.0
2018-03-04,0.0,16.9,15.44,0.0
2018-03-05,8.24,3.34,0.0,0.0
2018-03-06,0.0,0.0,0.0,1.01
2018-03-07,0.0,0.0,0.0,0.0
2018-03-08,0.0,13.46,0.0,0.0
2018-03-09,0.0,2.44,0.0,0.0
2018-03-10,0.0,0.0,0.0,0.0
2018-03-11,0.0,0.0,0.0,8.2
2018-03-12,0.0,0.0,0.0,0.0
2018-03-13,0.0,0.0,0.0,0.0
2018-03-14,0.0,0.0,4.1,0.0
2018-03-15,0.0,0.0,0.0,8.96
2018-03-16,0.0,0.0,2.17,13.94
2018-03-17,0.0,0.0,0.0,0.0
2018-03-18,6.63,0.0,0.0,0.0
2018-03-19,0.0,0.0,7.39,3.76
2018-03-20,0.0,18.54,0.0,0.0
2018-03-21,0.0,0.0,0.0,0.0
2018-03-22,0.0,1.87,0.0,0.0
2018-03-23,0.0,0.0,0.0,0.0
2018-03-24,0.0,0.0,0.0,0.0
2018-03-25,0.0,3.5,0.0,0.0
2018-03-26,26.22,0.0,0.0,14.61
2018-03-27,0.0,7.3,0.0,0.0
2018-03-28,0.0,0.0,0.0,0.0
2018-03-29,0.0,0.0,0.0,0.0
2018-03-30,0.0,4.37,0.0,6.97
2018-03-31,0.0,0.0,6.47,0.0
2018-04-01,0.0,0.0,0.0,0.0
2018-04-02,0.0,0.0,3.09,0.0
2018-04-03,0.0,0.0,0.0,12.0
2018-04-04,0.57,0.0,0.0,3.21
2018-04-05,0.0,0.0,5.11,7.64
2018-04-06,0.0,11.44,0.0,0.0
2018-04-07,23.13,0.0,3.88,0.0
2018-04-08,10.13,6.82,0.0,0.0
2018-04-09,0.0,0.0,0.0,12.17
2018-04-10,0.0,0.0,0.0,0.0
2018-04-11,0.0,0.0,0.0,0.0
2018-04-12,9.18,0.0,0.0,0.0
2018-04-13,2.37,9.45,0.0,0.0
2018-04-14,0.0,0.0,0.0,0.0
2018-04-15,0.0,0.0,0.0,9.71
2018-04-16,0.0,0.0,0.0,0.0
2018-04-17,20.7,0.0,0.0,0.0
2018-04-18,0.0,0.0,24.12,0.0
2018-04-19,1.34,0.0,0.0,0.0
2018-04-20,6.62,0.0,0.0,0.0
2018-04-21,0.0,0.0,0.0,0.0
2018-04-22,0.0,0.0,0.0,0.0
2018-04-23,0.0,0.0,0.0,0.0
2018-04-24,0.0,0.0,0.0,0.0
2018-04-25,0.0,0.0,0.0,17.61
2018-04-26,0.0,0.0,0.0,0.0
2018-04-27,0.0,0.0,5.57,0.0
2018-04-28,0.0,0.0,0.0,0.0
2018-04-29,0.0,0.0,3.56,12.03
2018-04-30,0.0,0.0,0.0,0.0
2018-05-01,0.0,6.74,0.0,2.88
2018-05-02,0.0,0.0,0.0,0.0
2018-05-03,0.0,0.0,0.0,0.0
2018-05-04,0.0,0.0,0.0,0.0
2018-05-05,0.0,0.0,2.96,0.0
2018-05-06,0.0,0.0,0.0,0.0
2018-05-07,0.0,0.0,0.0,6.38
2018-05-08,0.0,5.33,0.0,0.0
2018-05-09,0.0,18.65,0.0,0.0
2018-05-10,0.0,0.0,0.0,0.0
2018-05-11,0.0,0.0,10.26,0.0
2018-05-12,0.0,0.0,7.78,0.0
2018-05-13,0.0,0.0,13.28,3.88
2018-05-14,0.0,0.0,0.0,0.0
2018-05-15,0.0,0.0,0.0,0.0
2018-05-16,7.72,0.0,7.32,0.0
2018-05-17,0.0,0.0,0.0,0.0
2018-05-18,0.0,0.0,0.0,0.0
2018-05-19,0.0,0.0,18.25,0.0
2018-05-20,4.22,1.59,0.0,0.0
2018-05-21,0.0,0.0,0.0,6.12
2018-05-22,13.41,0.0,0.0,6.29
2018-05-23,0.0,0.0,0.0,0.0
2018-05-24,0.0,0.0,0.0,0.0
2018-05-25,0.0,0.0,0.0,0.0
2018-05-26,0.0,0.0,17.05,0.0
2018-05-27,0.0,0.0,25.95,0.0
2018-05-28,0.0,5.28,0.0,0.0
2018-05-29,0.0,0.0,0.0,0.0
2018-05-30,0.0,0.0,0.0,0.0
2018-05-31,0.0,0.0,0.0,0.0
2018-06-01,0.0,0.0,8.61,0.0
2018-06-02,0.0,0.0,0.0,0.0
2018-06-03,0.0,0.0,0.0,0.0
2018-06-04,9.45,0.0,0.0,0.0
2018-06-05,0.0,1.64,7.35,7.22
2018-06-06,0.0,14.43,8.09,0.0
2018-06-07,0.55,0.0,0.0,0.0
2018-06-08,5.0,0.0,0.0,0.0
2018-06-09,0.0,0.0,0.0,0.0
2018-06-10,0.0,3.51,0.0,0.0
2018-06-11,0.0,19.58,0.0,12.8
2018-06-12,0.0,0.0,0.0,6.25
2018-06-13,0.0,0.0,0.0,0.0
2018-06-14,0.0,0.0,0.0,0.0
2018-06-15,0.0,0.0,0.0,0.0
2018-06-16,0.0,0.0,0.0,9.59
2018-06-17,0.0,9.72,0.0,0.0
2018-06-18,0.0,0.0,0.0,0.0
2018-06-19,5.52,0.0,0.0,0.0
2018-06-20,0.21,0.0,0.0,5.9
2018-06-21,0.0,5.25,0.0,0.0
2018-06-22,0.0,0.0,9.05,0.0
2018-06-23,3.29,0.0,5.4,0.0
2018-06-24,0.0,6.67,0.0,0.0
2018-06-25,0.0,15.37,10.22,0.0
2018-06-26,0.0,9.11,0.0,0.0
2018-06-27,0.0,0.0,0.0,0.0
2018-06-28,0.0,0.0,0.0,0.0
2018-06-29,0.0,0.0,0.0,0.0
2018-06-30,13.04,0.0,2.8,0.0
2018-07-01,0.0,9.03,0.0,0.0
2018-07-02,0.0,0.0,0.0,0.0
2018-07-03,0.0,0.0,6.87,0.0
2018-07-04,0.0,17.35,0.0,0.0
2018-07-05,0.0,0.0,0.0,2.65
2018-07-06,0.0,0.0,0.0,0.0
2018-07-07,0.0,0.0,0.0,0.0
2018-07-08,0.0,0.0,0.0,0.0
2018-07-09,0.0,0.0,0.0,0.0
2018-07-10,0.0,0.0,8.58,0.0
2018-07-11,0.0,0.0,5.5,0.0
2018-07-12,0.0,0.0,0.0,0.0
2018-07-13,0.0,0.0,0.0,0.0
2018-07-14,0.0,0.0,0.0,6.28
2018-07-15,0.0,0.0,0.0,0.0
2018-07-16,0.0,1.7,0.0,0.0
2018-07-17,12.25,0.0,0.0,9.62
2018-07-18,21.21,0.0,0.0,0.0
2018-07-19,16.7,0.0,4.84,0.0
2018-07-20,16.8,0.0,0.0,0.0
2018-07-21,0.0,0.0,0.0,0.0
2018-07-22,6.4,13.45,9.66,0.0
2018-07-23,0.0,0.0,0.0,0.0
2018-07-24,4.29,0.0,0.0,0.0
2018-07-25,0.0,20.83,0.0,7.1
2018-07-26,0.0,0.0,11.78,0.0
2018-07-27,0.0,0.0,0.0,0.0
2018-07-28,0.0,0.0,0.0,0.0
2018-07-29,0.0,0.0,14.76,26.03
2018-07-30,0.0,0.0,0.0,0.0
2018-07-31,0.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,0.0
2018-08-02,0.0,0.0,0.0,0.0
2018-08-03,0.0,0.0,0.0,0.0
2018-08-04,0.0,0.0,14.9,0.0
2018-08-05,0.0,5.83,0.0,7.6
2018-08-06,2.78,0.0,0.0,0.0
2018-08-07,0.0,4.6,0.0,0.0
2018-08-08,0.0,0.0,0.0,0.0
2018-08-09,0.0,0.0,0.0,28.37
2018-08-10,0.0,0.0,0.0,0.0
2018-08-11,7.0,0.0,12.73,0.0
2018-08-12,26.3,5.98,6.71,0.0
2018-08-13,0.0,0.0,0.0,8.89
2018-08-14,0.0,0.0,0.0,0.0
2018-08-15,0.0,6.86,0.0,0.0
2018-08-16,0.0,0.0,16.95,0.0
2018-08-17,0.0,0.0,0.0,0.0
2018-08-18,0.0,0.0,0.0,0.0
2018-08-19,0.0,0.0,0.0,0.0
2018-08-20,0.0,14.21,0.0,0.0
2018-08-21,0.0,2.54,0.0,2.79
2018-08-22,0.0,0.0,0.0,0.0
2018-08-23,0.0,0.0,0.0,0.0
2018-08-24,4.15,0.0,0.0,0.0
2018-08-25,0.0,0.0,0.0,2.12
2018-08-26,0.0,0.0,8.84,11.54
2018-08-27,0.0,0.0,0.0,0.0
2018-08-28,0.0,0.0,0.0,0.0
2018-08-29,0.0,0.0,0.0,10.29
2018-08-30,6.98,15.47,0.0,2.65
